,authors,title,venue,type,year,access,key,ee
324,"Pablo Ramon Soria,Begoña C. Arrue",Object Detection and Probabilistic Object Representation for Grasping with Two Arms.,Aerial Robotic Manipulation,Parts in Books or Collections,2019,closed,series/star/SoriaA19,https://doi.org/10.1007/978-3-030-12945-3_21
325,"Johann Sawatzky,Yaser Souri,Christian Grund,Juergen Gall",What Object Should I Use? - Task Driven Object Detection.,CoRR,Informal Publications,2019,open,journals/corr/abs-1904-03000,http://arxiv.org/abs/1904.03000
326,"Yuhao Xu,Jiakui Wang","A unified neural network for object detection, multiple object tracking and vehicle re-identification.",CoRR,Informal Publications,2019,open,journals/corr/abs-1907-03465,http://arxiv.org/abs/1907.03465
327,"Satoshi Kosugi,Toshihiko Yamasaki,Kiyoharu Aizawa",Object-Aware Instance Labeling for Weakly Supervised Object Detection.,CoRR,Informal Publications,2019,open,journals/corr/abs-1908-03792,http://arxiv.org/abs/1908.03792
328,"Zhaoyang Zeng,Bei Liu 0001,Jianlong Fu,Hongyang Chao,Lei Zhang",WSOD2: Learning Bottom-up and Top-down Objectness Distillation for Weakly-supervised Object Detection.,CoRR,Informal Publications,2019,open,journals/corr/abs-1909-04972,http://arxiv.org/abs/1909.04972
329,"Dongwon Park,Yonghyeok Seo,Dongju Shin,Jaesik Choi,Se Young Chun",A Single Multi-Task Deep Neural Network with Post-Processing for Object Detection with Reasoning and Robotic Grasp Detection.,CoRR,Informal Publications,2019,open,journals/corr/abs-1909-07050,http://arxiv.org/abs/1909.07050
330,"Alex D. Pon,Jason Ku 0001,Chengyao Li,Steven L. Waslander",Object-Centric Stereo Matching for 3D Object Detection.,CoRR,Informal Publications,2019,open,journals/corr/abs-1909-07566,http://arxiv.org/abs/1909.07566
331,"Bruno A. Krinski,Daniel V. Ruiz,Guilherme Z. Machado,Eduardo Todt","Masking Salient Object Detection, a Mask Region-based Convolutional Neural Network Analysis for Segmentation of Salient Objects.",CoRR,Informal Publications,2019,open,journals/corr/abs-1909-08038,http://arxiv.org/abs/1909.08038
332,"Daesik Kim,Gyujeong Lee,Jisoo Jeong,Nojun Kwak",Tell Me What They&apos;re Holding: Weakly-supervised Object Detection with Transferable Knowledge from Human-object Interaction.,CoRR,Informal Publications,2019,open,journals/corr/abs-1911-08141,http://arxiv.org/abs/1911.08141
333,"Srikrishna Varadarajan,Sonaal Kant,Muktabh Mayank Srivastava",Benchmark for Generic Product Detection: A strong baseline for Dense Object Detection.,CoRR,Informal Publications,2019,open,journals/corr/abs-1912-09476,http://arxiv.org/abs/1912.09476
334,"Qi Chen,Lin Sun 0004,Zhixin Wang,Kui Jia,Alan L. Yuille",Object as Hotspots: An Anchor-Free 3D Object Detection Approach via Firing of Hotspots.,CoRR,Informal Publications,2019,open,journals/corr/abs-1912-12791,http://arxiv.org/abs/1912.12791
335,"Yue Liao,Si Liu 0001,Fei Wang 0032,Yanjie Chen,Jiashi Feng",PPDM: Parallel Point Detection and Matching for Real-time Human-Object Interaction Detection.,CoRR,Informal Publications,2019,open,journals/corr/abs-1912-12898,http://arxiv.org/abs/1912.12898
336,"Bernardo Augusto Godinho de Oliveira,Flávia Magalhães Freitas Ferreira,Carlos Augusto Paiva da Silva Martins",Fast and Lightweight Object Detection Network: Detection and Recognition on Resource Constrained Devices.,IEEE Access,Journal Articles,2018,open,journals/access/OliveiraFM18,https://doi.org/10.1109/ACCESS.2018.2801813
337,"Sai Yang,Fan Liu 0003,Juan Chen,Dibo Xiao,Hairong Zhu",Multi-scale Diffusion-based Salient Object Detection with Background and Objectness Seeds.,KSII Trans. Internet Inf. Syst.,Journal Articles,2018,open,journals/itiis/YangLCXZ18,https://doi.org/10.3837/tiis.2018.10.019
338,"Behnaz Rezaei,Sarah Ostadabbas",Moving Object Detection Through Robust Matrix Completion Augmented With Objectness.,IEEE J. Sel. Top. Signal Process.,Journal Articles,2018,closed,journals/jstsp/RezaeiO18,https://doi.org/10.1109/JSTSP.2018.2869111
339,"Jiong Yang,Junsong Yuan",Temporally enhanced image object proposals for online video object and action detections.,J. Vis. Commun. Image Represent.,Journal Articles,2018,closed,journals/jvcir/YangY18,https://doi.org/10.1016/j.jvcir.2018.03.018
340,"Jianhua Zhang 0002,Yanzhu Zhao,Shengyong Chen",Object-level saliency: Fusing objectness estimation and saliency detection into a uniform framework.,J. Vis. Commun. Image Represent.,Journal Articles,2018,closed,journals/jvcir/ZhangZC18,https://doi.org/10.1016/j.jvcir.2018.03.002
341,"Tongbao Wu,Zhi Liu 0003,Xiaofei Zhou,Kai Li 0016",Spatiotemporal salient object detection by integrating with objectness.,Multim. Tools Appl.,Journal Articles,2018,closed,journals/mta/WuLZL18,https://doi.org/10.1007/s11042-017-5334-1
342,"Xiaozhi Chen,Kaustav Kundu,Yukun Zhu,Huimin Ma,Sanja Fidler,Raquel Urtasun",3D Object Proposals Using Stereo Imagery for Accurate Object Class Detection.,IEEE Trans. Pattern Anal. Mach. Intell.,Journal Articles,2018,closed,journals/pami/ChenKZMFU18,https://doi.org/10.1109/TPAMI.2017.2706685
343,"Juan Wang 0012,Xiaoming Tao,Mai Xu,Yiping Duan,Jianhua Lu",Hierarchical objectness network for region proposal generation and object detection.,Pattern Recognit.,Journal Articles,2018,closed,journals/pr/WangTXDL18,https://doi.org/10.1016/j.patcog.2018.05.009
344,"Ahmad Delforouzi,Bhargav Pamarthi,Marcin Grzegorzek",Training-Based Methods for Comparison of Object Detection Methods for Visual Object Tracking.,Sensors,Journal Articles,2018,open,journals/sensors/DelforouziPG18,https://doi.org/10.3390/s18113994
345,"Qian Xie,Oussama Remil,Yanwen Guo 0001,Meng Wang 0001,Mingqiang Wei,Jun Wang 0039",Object Detection and Tracking Under Occlusion for Object-Level RGB-D Video Segmentation.,IEEE Trans. Multim.,Journal Articles,2018,closed,journals/tmm/XieRGWWW18,https://doi.org/10.1109/TMM.2017.2751965
346,"Yunhang Shen,Rongrong Ji,Changhu Wang,Xi Li 0001,Xuelong Li 0001",Weakly Supervised Object Detection via Object-Specific Pixel Gradient.,IEEE Trans. Neural Networks Learn. Syst.,Journal Articles,2018,closed,journals/tnn/ShenJWLL18,https://doi.org/10.1109/TNNLS.2018.2816021
347,"Qing Zhang 0004,Jiajun Lin,Wenju Li,Yanjiao Shi,Guogang Cao",Salient object detection via compactness and objectness cues.,Vis. Comput.,Journal Articles,2018,closed,journals/vc/ZhangLLSC18,https://doi.org/10.1007/s00371-017-1354-0
348,"Alperen Elihos,Bensu Alkan,Burak Balci,Yusuf Artan",Comparison of Image Classification and Object Detection for Passenger Seat Belt Violation Detection Using NIR &amp; RGB Surveillance Camera Images.,AVSS,Conference and Workshop Papers,2018,closed,conf/avss/ElihosABA18,https://doi.org/10.1109/AVSS.2018.8639447
349,"Alexander Wong,Mohammad Javad Shafiee,Francis Li,Brendan Chwyl",Tiny SSD: A Tiny Single-Shot Detection Deep Convolutional Neural Network for Real-Time Embedded Object Detection.,CRV,Conference and Workshop Papers,2018,closed,conf/crv/WongSLC18,https://doi.org/10.1109/CRV.2018.00023
350,"Deng-Ping Fan,Ming-Ming Cheng,Jiang-Jiang Liu 0001,Shanghua Gao,Qibin Hou,Ali Borji",Salient Objects in Clutter: Bringing Salient Object Detection to the Foreground.,ECCV,Conference and Workshop Papers,2018,closed,conf/eccv/FanCLGHB18,https://doi.org/10.1007/978-3-030-01267-0_12
351,"Maximilian Sieb,Katerina Fragkiadaki",Data Dreaming for Object Detection: Learning Object-Centric State Representations for Visual Imitation.,Humanoids,Conference and Workshop Papers,2018,closed,conf/humanoids/SiebF18,https://doi.org/10.1109/HUMANOIDS.2018.8625007
352,"Yusuke Maeda,Hideki Tsuruga,Hiroyuki Honda,Shota Hirono",Unknown Object Detection by Punching: An Impacting-Based Approach to Picking Novel Objects.,IAS,Conference and Workshop Papers,2018,closed,conf/ias/MaedaTHH18,https://doi.org/10.1007/978-3-030-01370-7_52
353,"Deokkyu Jung,Jeong-Woo Son,Sun-Joong Kim",Shot category detection based on object detection using convolutional neural networks.,ICACT,Conference and Workshop Papers,2018,closed,conf/icact/JungSK18a,https://doi.org/10.23919/ICACT.2018.8323638
354,"Wenjie Guan,Yuexian Zou,Xiaoqun Zhou",Multi-Scale Object Detection with Feature Fusion and Region Objectness Network.,ICASSP,Conference and Workshop Papers,2018,closed,conf/icassp/GuanZZ18,https://doi.org/10.1109/ICASSP.2018.8461523
355,"Juan Wang 0012,Xiaoming Tao,Mai Xu,Jianhua Lu",Boundary Objectness Network for Object Detection and Localization.,ICASSP,Conference and Workshop Papers,2018,closed,conf/icassp/WangTXL18,https://doi.org/10.1109/ICASSP.2018.8462434
356,"Jung Uk Kim,Jungsu Kwon,Hak Gu Kim,Haesung Lee,Yong Man Ro",Object Bounding Box-Critic Networks for Occlusion-Robust Object Detection in Road Scene.,ICIP,Conference and Workshop Papers,2018,closed,conf/icip/KimKKLR18,https://doi.org/10.1109/ICIP.2018.8451034
357,"Jun-Ying Zeng,Zuoyong Lin,Chuanbo Qi,Xiaoxiao Zhao,Fan Wang",An Improved Object Detection Method Based On Deep Convolution Neural Network For Smoke Detection.,ICMLC,Conference and Workshop Papers,2018,closed,conf/icmlc/ZengLQZW18,https://doi.org/10.1109/ICMLC.2018.8527037
358,"Zhongqiu Liu,Jianchao Li,Yuan Shu,Dongping Zhang",Detection and Recognition of Security Detection Object Based on Yolo9000.,ICSAI,Conference and Workshop Papers,2018,closed,conf/icsai/LiuLSZ18,https://doi.org/10.1109/ICSAI.2018.8599420
359,"Young-Suk Yoon,Joong-Won Hwang,Sung-Uk Jung,Jongyoul Park",Prototype GOD: prototype Generic Objects Dataset for an Object Detection System based on Bird&apos;s -Eye View.,ICTC,Conference and Workshop Papers,2018,closed,conf/ictc/YoonHJP18,https://doi.org/10.1109/ICTC.2018.8539407
360,"Nguyen D. Vo,Khanh-Duy Nguyen,Tam V. Nguyen 0002,Khang Nguyen",Ensemble of Deep Object Detectors for Page Object Detection.,IMCOM,Conference and Workshop Papers,2018,closed,conf/icuimc/VoNNN18,https://doi.org/10.1145/3164541.3164644
361,"Bradley J. Koskowich,Maryam Rahnemoonfai,Michael J. Starek","Virtualot - A Framework Enabling Real-Time Coordinate Transformation &amp; Occlusion Sensitive Tracking Using UAS Products, Deep Learning Object Detection &amp; Traditional Object Tracking Techniques.",IGARSS,Conference and Workshop Papers,2018,closed,conf/igarss/KoskowichRS18,https://doi.org/10.1109/IGARSS.2018.8518124
362,"Shixiao Wu,Libing Zhang",Using Popular Object Detection Methods for Real Time Forest Fire Detection.,ISCID,Conference and Workshop Papers,2018,closed,conf/iscid/WuZ18,https://doi.org/10.1109/ISCID.2018.00070
363,"Takuma Sugimoto,Kanji Tanaka,Kousuke Yamaguchi",Leveraging Object Proposals for Object-Level Change Detection.,Intelligent Vehicles Symposium,Conference and Workshop Papers,2018,closed,conf/ivs/TakumaKK18,https://doi.org/10.1109/IVS.2018.8500475
364,"Peng Tang,Chunyu Wang,Xinggang Wang,Wenyu Liu 0001,Wenjun Zeng,Jingdong Wang 0001",Object Detection in Videos by Short and Long Range Object Linking.,CoRR,Informal Publications,2018,open,journals/corr/abs-1801-09823,http://arxiv.org/abs/1801.09823
365,"Alexander Wong,Mohammad Javad Shafiee,Francis Li,Brendan Chwyl",Tiny SSD: A Tiny Single-shot Detection Deep Convolutional Neural Network for Real-time Embedded Object Detection.,CoRR,Informal Publications,2018,open,journals/corr/abs-1802-06488,http://arxiv.org/abs/1802.06488
366,"Yan Li 0043,Junge Zhang,Jianguo Zhang 0001,Kaiqi Huang",Mixed Supervised Object Detection with Robust Objectness Transfer.,CoRR,Informal Publications,2018,open,journals/corr/abs-1802-09778,http://arxiv.org/abs/1802.09778
367,"Deng-Ping Fan,Jiang-Jiang Liu 0001,Shanghua Gao,Qibin Hou,Ali Borji,Ming-Ming Cheng",Salient Objects in Clutter: Bringing Salient Object Detection to the Foreground.,CoRR,Informal Publications,2018,open,journals/corr/abs-1803-06091,http://arxiv.org/abs/1803.06091
368,"Alina Kuznetsova,Hassan Rom,Neil Alldrin,Jasper R. R. Uijlings,Ivan Krasin,Jordi Pont-Tuset,Shahab Kamali,Stefan Popov,Matteo Malloci,Tom Duerig,Vittorio Ferrari","The Open Images Dataset V4: Unified image classification, object detection, and visual relationship detection at scale.",CoRR,Informal Publications,2018,open,journals/corr/abs-1811-00982,http://arxiv.org/abs/1811.00982
369,"Yusuke Niitani,Takuya Akiba,Tommi Kerola,Toru Ogawa,Shotaro Sano,Shuji Suzuki",Sampling Techniques for Large-Scale Object Detection from Sparsely Annotated Objects.,CoRR,Informal Publications,2018,open,journals/corr/abs-1811-10862,http://arxiv.org/abs/1811.10862
370,"Zheng Zhang 0022,Dazhi Cheng,Xizhou Zhu,Stephen Lin 0001,Jifeng Dai",Integrated Object Detection and Tracking with Tracklet-Conditioned Detection.,CoRR,Informal Publications,2018,open,journals/corr/abs-1811-11167,http://arxiv.org/abs/1811.11167
371,"Zhun Zhong,Mingyi Lei,Donglin Cao,Jianping Fan 0001,Shaozi Li",Class-specific object proposals re-ranking for object detection in automatic driving.,Neurocomputing,Journal Articles,2017,closed,journals/ijon/ZhongLCFL17,https://doi.org/10.1016/j.neucom.2017.02.068
372,"Qing Li,Jiazheng Yuan,Hongzhe Liu",基于目标识别与显著性检测的图像场景多对象分割 (Multi-object Segmentation of Image Scene Based on Object Recognition and Saliency Detection).,计算机科学,Journal Articles,2017,open,journals/jsjkx/LiYL18,https://doi.org/10.11896/j.issn.1002-137X.2017.05.057
373,"Xiaoyun Yan,Yuehuan Wang,Qiong Song,Kaiheng Dai",Salient object detection via boosting object-level distinctiveness and saliency refinement.,J. Vis. Commun. Image Represent.,Journal Articles,2017,closed,journals/jvcir/YanWSD17,https://doi.org/10.1016/j.jvcir.2017.06.013
374,"Badri Narayan Subudhi,Susmita Ghosh,Pradipta Kumar Nanda,Ashish Ghosh",Moving object detection using spatio-temporal multilayer compound Markov Random Field and histogram thresholding based change detection.,Multim. Tools Appl.,Journal Articles,2017,closed,journals/mta/SubudhiGNG17,https://doi.org/10.1007/s11042-016-3698-2
375,"Ping Yang,Chenggui Fan,Min Wang,Noa Fogelson,Ling Li",The effects of changes in object location on object identity detection: A simultaneous EEG-fMRI study.,NeuroImage,Journal Articles,2017,closed,journals/neuroimage/YangFWFL17,https://doi.org/10.1016/j.neuroimage.2017.06.031
376,"Wei-Long Zheng,Shan-Chun Shen,Bao-Liang Lu",Online Depth Image-Based Object Tracking with Sparse Representation and Object Detection.,Neural Process. Lett.,Journal Articles,2017,closed,journals/npl/ZhengSL17,https://doi.org/10.1007/s11063-016-9509-y
377,"Zhigang Tu 0001,Zuwei Guo,Wei Xie,Mengjia Yan,Remco C. Veltkamp,Baoxin Li,Junsong Yuan",Fusing disparate object signatures for salient object detection in video.,Pattern Recognit.,Journal Articles,2017,closed,journals/pr/TuGXYVLY17,https://doi.org/10.1016/j.patcog.2017.07.028
378,"Jongkwang Hong,Yongwon Hong,Youngjung Uh,Hyeran Byun",Discovering overlooked objects: Context-based boosting of object detection in indoor scenes.,Pattern Recognit. Lett.,Journal Articles,2017,closed,journals/prl/HongHUB17,https://doi.org/10.1016/j.patrec.2016.12.017
379,"Cuong Cao Pham,Jae Wook Jeon",Robust object proposals re-ranking for object detection in autonomous driving using convolutional neural networks.,Signal Process. Image Commun.,Journal Articles,2017,closed,journals/spic/PhamJ17,https://doi.org/10.1016/j.image.2017.02.007
380,"Shaohua Qiu,Gongjian Wen,Yaxiang Fan",Occluded Object Detection in High-Resolution Remote Sensing Images Using Partial Configuration Object Model.,IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.,Journal Articles,2017,closed,journals/staeors/QiuWF17,https://doi.org/10.1109/JSTARS.2017.2655098
381,"Tao Kong,Fuchun Sun 0001,Anbang Yao,Huaping Liu 0001,Ming Lu,Yurong Chen 0001",RON: Reverse Connection with Objectness Prior Networks for Object Detection.,CVPR,Conference and Workshop Papers,2017,closed,conf/cvpr/KongSYLLC17,https://doi.org/10.1109/CVPR.2017.557
382,"César Domínguez 0001,Manuel García-Dominguez,Jónathan Heras,Adrián Inés,Eloy J. Mata,Vico Pascual",DetectionEvaluationJ: A Tool to Evaluate Object Detection Algorithms.,EUROCAST,Conference and Workshop Papers,2017,closed,conf/eurocast/DominguezGHIMP17,https://doi.org/10.1007/978-3-319-74727-9_32
383,"Philip T. G. Jackson,Boguslaw Obara",Avoiding Over-Detection: Towards Combined Object Detection and Counting.,ICAISC,Conference and Workshop Papers,2017,closed,conf/icaisc/JacksonO17,https://doi.org/10.1007/978-3-319-59063-9_7
384,"Pawel Rotter,Jacek Strzelczyk,Stanislawa Porzycka-Strzelczyk,Claudio Feijóo",Object Detection with Few Training Data: Detection of Subsiding Troughs in SAR Interferograms.,ICAISC,Conference and Workshop Papers,2017,closed,conf/icaisc/RotterSPF17,https://doi.org/10.1007/978-3-319-59063-9_51
385,"François Audet,Mohand Saïd Allili,Ana-Maria Cretu 0001",Salient Object Detection in Images by Combining Objectness Clues in the RGBD Space.,ICIAR,Conference and Workshop Papers,2017,closed,conf/iciar/AudetAC17,https://doi.org/10.1007/978-3-319-59876-5_28
386,"Leixian Qiao,Yaohui Zhu,Runze Li,Weiqing Min,Shuqiang Jiang",Indoor RGB-D Object Detection with the Guidance of Hand-Held Objects.,ICIMCS,Conference and Workshop Papers,2017,closed,conf/icimcs/QiaoZLMJ17,https://doi.org/10.1007/978-981-10-8530-7_12
387,"Jinsu Lee,Junseong Bang,Seong-Il Yang",Object detection with sliding window in images including multiple similar objects.,ICTC,Conference and Workshop Papers,2017,closed,conf/ictc/LeeBY17,https://doi.org/10.1109/ICTC.2017.8190786
388,"Rahmadi Kurnia,Melia Asmita,Ikhwana Elfitri",Object detection on hindered condition by using chain code-based angle detection.,ICTCE,Conference and Workshop Papers,2017,closed,conf/ictce/KurniaAE17,https://doi.org/10.1145/3145777.3145780
389,"Christoffer Bøgelund Rasmussen,Kamal Nasrollahi,Thomas B. Moeslund",R-FCN Object Detection Ensemble based on Object Resolution and Image Quality.,IJCCI,Conference and Workshop Papers,2017,closed,conf/ijcci/RasmussenNM17,https://doi.org/10.5220/0006511301100120
390,"Yaran Chen,Dongbin Zhao",Multi-task Learning with Cartesian Product-Based Multi-objective Combination for Dangerous Object Detection.,ISNN,Conference and Workshop Papers,2017,closed,conf/isnn/ChenZ17,https://doi.org/10.1007/978-3-319-59072-1_4
391,"Natasa Sladoje,Joakim Lindblad",Distance Between Vector-Valued Representations of Objects in Images with Application in Object Detection and Classification.,IWCIA,Conference and Workshop Papers,2017,closed,conf/iwcia/SladojeL17,https://doi.org/10.1007/978-3-319-59108-7_19
